kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
873;0900-1100;;HNG;Nemzetiségi Rádió;D;HNG;p;2;;
873;1100-1200;Mo-Fr;HNG;Nemzetiségi Rádió;VX;HNG;lh;2;;
873;1100-1200;Mo-Fr;HNG;Nemzetiségi Rádió;VX;HNG;p;2;;
873;1200-1230;Sa;HNG;Nemzetiségi Rádió;AR;HNG;lh;2;;
873;1200-1230;Sa;HNG;Nemzetiségi Rádió;AR;HNG;p;2;;
873;1200-1230;We;HNG;Nemzetiségi Rádió;BU;HNG;lh;2;;
873;1200-1230;We;HNG;Nemzetiségi Rádió;BU;HNG;p;2;;
873;1200-1230;Th;HNG;Nemzetiségi Rádió;GR;HNG;lh;2;;[0221]
873;1200-1230;Th;HNG;Nemzetiségi Rádió;GR;HNG;p;2;;
873;1200-1230;Tu;HNG;Nemzetiségi Rádió;RU;HNG;lh;2;;
873;1200-1230;Tu;HNG;Nemzetiségi Rádió;RU;HNG;p;2;;
873;1200-1230;Mo;HNG;Nemzetiségi Rádió;SV;HNG;lh;2;;
873;1200-1230;Mo;HNG;Nemzetiségi Rádió;SV;HNG;p;2;;
873;1200-1230;Fr;HNG;Nemzetiségi Rádió;UK;HNG;lh;2;;
873;1200-1230;Fr;HNG;Nemzetiségi Rádió;UK;HNG;p;2;;
873;1230-1300;Sa;HNG;Nemzetiségi Rádió;PO;HNG;lh;2;;
873;1230-1300;Sa;HNG;Nemzetiségi Rádió;PO;HNG;p;2;;
873;1300-1500;;HNG;Nemzetiségi Rádió;SR;HNG;lh;2;;
873;1300-1500;;HNG;Nemzetiségi Rádió;SR;HNG;p;2;;
873;1500-1700;;HNG;Nemzetiségi Rádió;RO;HNG;lh;2;;
873;1500-1700;;HNG;Nemzetiségi Rádió;RO;HNG;p;2;;
873;1700-1900;;HNG;Nemzetiségi Rádió;SK;HNG;lh;2;;
873;1700-1900;;HNG;Nemzetiségi Rádió;SK;HNG;p;2;;
873;1900-2100;irr;HNG;Nemzetiségi Rádió;HR;HNG;lh;2;;
873;1900-2100;irr;HNG;Nemzetiségi Rádió;HR;HNG;p;2;;
873;2100-2300;irr;HNG;Nemzetiségi Rádió;D;HNG;lh;2;;[1018]
873;2100-2300;irr;HNG;Nemzetiségi Rádió;D;HNG;p;2;;
873;0130-0200;Sa-Tu;IND;FEBA India;TAM;SAs;/CLN-p;1;;
873;1300-1330;Sa;IND;FEBA India;KAN;SAs;/CLN-p;1;;
873;1300-1330;Fr;IND;FEBA India;TAM;SAs;/CLN-p;1;;
873;1800-1900;;KRE;PBS Pyongyang Pansong;K;FE;sn;1;;
873;1900-1950;;KRE;PBS Pyongyang Pansong;K;FE;sn;1;;
873;0400-2100;;MDA;R.Moldova Actualitati;RO;MDA;co;2;;[0318]
873;0700-0708;;MDA;R.Moldova Actualitati;R;MDA;co;2;;[1017]
873;0900-0905;;MDA;R.Moldova Actualitati;R;MDA;co;2;;
873;1200-1205;;MDA;R.Moldova Actualitati;R;MDA;co;2;;
873;1600-1608;We-Mo;MDA;R.Moldova Actualitati;R;MDA;co;2;;
873;1815-1835;Tu-We;MDA;R.Moldova Actualitati;VX;MDA;co;2;;
873;1815-1855;Fr;MDA;R.Moldova Actualitati;BU;MDA;co;2;;
873;1815-1855;Mo;MDA;R.Moldova Actualitati;GAG;MDA;co;2;;
873;1815-1855;Th;MDA;R.Moldova Actualitati;UK;MDA;co;2;;
873;1835-1855;Tu-We;MDA;R.Moldova Actualitati;R;MDA;co;2;;
873;1900-1905;Sa;MDA;R.Moldova Actualitati;R;MDA;co;2;;
873;1900-1915;Mo-Fr;MDA;R.Moldova Actualitati;R;MDA;co;2;;[0918]
873;1915-1928;Tu-Fr;MDA;R.Moldova Actualitati;R;MDA;co;2;;
873;1825-1855;SaSu;USA;Radio Free Europe;RO;MDA;/MDA-co;2;;
873;2030-2100;Mo;USA;Radio Free Europe;RO;MDA;/MDA-co;2;;
873;1915-1945;Mo;USA;Radio Liberty;R;MDA;/MDA-co;2;;
873;2130-2200;Sa;USA;Radio Liberty;R;MDA;/MDA-co;2;;
880;0000-2400;;B;Rádio Inconfidência;P;B;c;1;;
882;0100-0200;;G;BBC;E;Eu;wa;2;;
882;0200-0300;;G;BBC;E;Eu;wa;2;;
882;0300-0400;;G;BBC;E;Eu;wa;2;;
882;0400-0500;;G;BBC;E;Eu;wa;2;;
882;0500-0520;;G;BBC;E;Eu;wa;2;;
882;0000-0030;;IND;Trans World Radio;MAL;SAs;/CLN-p;1;;
882;0030-0100;;IND;Trans World Radio;TAM;SAs;/CLN-p;1;;
882;1330-1345;Sa;IND;Trans World Radio;BNJ;SAs;/CLN-p;1;;
882;1330-1345;Su;IND;Trans World Radio;SRA;SAs;/CLN-p;1;;
882;1330-1400;Mo-Fr;IND;Trans World Radio;GON;SAs;/CLN-p;1;;
882;1345-1400;Su;IND;Trans World Radio;GON;SAs;/CLN-p;1;;
882;1345-1400;Sa;IND;Trans World Radio;TEL;SAs;/CLN-p;1;;
882;1400-1415;Su;IND;Trans World Radio;CHG;SAs;/CLN-p;1;;
882;1400-1415;Sa;IND;Trans World Radio;KOY;SAs;/CLN-p;1;;
882;1400-1430;Mo-Fr;IND;Trans World Radio;TEL;SAs;/CLN-p;1;;
882;1415-1430;Sa;IND;Trans World Radio;KON;SAs;/CLN-p;1;;
882;1415-1430;Su;IND;Trans World Radio;OR;SAs;/CLN-p;1;;
882;1430-1445;Su;IND;Trans World Radio;TEL;SAs;/CLN-p;1;;
882;1430-1500;Mo-Fr;IND;Trans World Radio;KAN;SAs;/CLN-p;1;;[0920]
882;1430-1515;Sa;IND;Trans World Radio;GU;SAs;/CLN-p;1;;
882;1445-1500;Su;IND;Trans World Radio;VAR;SAs;/CLN-p;1;;
882;1500-1530;Mo-Fr;IND;Trans World Radio;CHG;SAs;/CLN-p;1;;
882;1500-1530;Su;IND;Trans World Radio;GU;SAs;/CLN-p;1;;
882;1515-1530;Sa;IND;Trans World Radio;OR;SAs;/CLN-p;1;;
882;1530-1600;;IND;Trans World Radio;OR;SAs;/CLN-p;1;;
882;1600-1615;Su;IND;Trans World Radio;CHG;SAs;/CLN-p;1;;
882;1600-1630;Mo-Sa;IND;Trans World Radio;MAR;SAs;/CLN-p;1;;
882;1615-1630;Su;IND;Trans World Radio;TUL;SAs;/CLN-p;1;;
882;1630-1645;Su;IND;Trans World Radio;GU;SAs;/CLN-p;1;;
882;1630-1700;Mo-Fr;IND;Trans World Radio;DEC;SAs;/CLN-p;1;;
882;1630-1700;Sa;IND;Trans World Radio;MAR;SAs;/CLN-p;1;;
882;2230-2300;;IND;Trans World Radio;BE;SAs;/CLN-p;1;;
882;2300-2330;;IND;Trans World Radio;HI;SAs;/CLN-p;1;;
882;2330-2345;Sa;IND;Trans World Radio;KKN;SAs;/CLN-p;1;;
882;2330-2400;Su-Fr;IND;Trans World Radio;GU;SAs;/CLN-p;1;;
882;2345-2400;Sa;IND;Trans World Radio;KUT;SAs;/CLN-p;1;;
909;0405-0420;Sa;ROU;Radio Cluj;UK;UKR;;2;;
909;1903-2000;Fr;ROU;Radio Constanta;AR;ROU;;2;;
909;1903-2000;Mo;ROU;Radio Constanta;GR;ROU;;2;;
909;1903-2000;We;ROU;Radio Constanta;R;ROU;;2;;
909;1903-2000;Th;ROU;Radio Constanta;TT;ROU;;2;;
909;1903-2000;Tu;ROU;Radio Constanta;TU;ROU;;2;;
909;0820-0830;Su;ROU;Radio Bukarest;D;ROU;;2;;
909;1200-1300;Mo-Sa;ROU;Radio Bukarest;D;ROU;;2;;[1218]
909;0300-0400;;USA;Voice of America;E;SAf;/BOT;1;;
909;0400-0500;SaSu;USA;Voice of America;E;SAf;/BOT;1;;
909;0400-0500;Mo-Fr;USA;Voice of America;ZWE;ZWE;/BOT;1;;
909;0500-0700;;USA;Voice of America;E;SAf;/BOT;1;;
909;1600-1700;;USA;Voice of America;E;Af;/BOT;1;;
909;1700-1800;;USA;Voice of America;ZWE;ZWE;/BOT;1;;
909;1800-1900;SaSu;USA;Voice of America;E;Af;/BOT;1;;
909;1800-1900;Mo-Fr;USA;Voice of America;ZWE;ZWE;/BOT;1;;
909;1900-2100;;USA;Voice of America;E;Af;/BOT;1;;
918;0600-0605;;CBG;National Radio Cambodia;E;SEA;ka;1;;
918;0605-0610;;CBG;National Radio Cambodia;F;SEA;ka;1;;
918;1158-1207;;CBG;National Radio Cambodia;E;SEA;ka;1;;[0420]
918;1207-1216;;CBG;National Radio Cambodia;F;SEA;ka;1;;[0420]
918;2200-1700;;CBG;National Radio Cambodia;KH;SEA;ka;1;;[0521]
918;1800-2200;;I;IRRS Milano;E;CEu;p;2;;
918;2100-2130;Su;USA;World of Radio;E;CEu;/I-p;2;;[0521]
927;1930-2000;;ALG;Radio Algiers Int.;S;NAf;tm;1;;
927;2000-2030;;ALG;Radio Algiers Int.;A;NAf;tm;1;;
927;2030-2100;;ALG;Radio Algiers Int.;F;NAf;tm;1;;
927;2100-2130;;ALG;Radio Algiers Int.;A;NAf;tm;1;;
927;2130-2200;;ALG;Radio Algiers Int.;E;NAf;tm;1;;
927;2200-2230;;ALG;Radio Algiers Int.;S;NAf;tm;1;;
927;2230-2300;;ALG;Radio Algiers Int.;A;NAf;tm;1;;
927;0000-2400;;DNK;World Music Radio;E;NEu;hv;1;;
927;1630-1700;;J;NHK Radio Japan;FS;IRN;/TJK;1;;
927;1700-1730;;J;NHK Radio Japan;UR;SAs;/TJK;1;;
950;0247-0700;;ERI;Voice of Broad Masses 1;Vn;EAf;;1;;
950;1300-1830;;ERI;Voice of Broad Masses 1;Vn;EAf;;1;;
963;1000-1100;;CHN;China Radio Int.;R;FE;hd;1;;
963;1100-1200;;CHN;China Radio Int.;R;FE;hd;1;;
963;1200-1300;;CHN;China Radio Int.;R;FE;hd;1;;
963;1300-1400;;CHN;China Radio Int.;R;FE;hd;1;;
963;1400-1500;;CHN;China Radio Int.;R;FE;hd;1;;
963;1500-1600;;CHN;China Radio Int.;R;FE;hd;1;;
963;0500-1303;;TUN;Radio Tunis Chaine Int.;F;TUN;;1;;
963;1303-1330;;TUN;Radio Tunis Chaine Int.;E;TUN;;1;;[0216]
963;1330-1400;;TUN;Radio Tunis Chaine Int.;I;TUN;;1;;
963;1400-1903;;TUN;Radio Tunis Chaine Int.;F;TUN;;1;;
963;1903-1930;;TUN;Radio Tunis Chaine Int.;S;TUN;;1;;[1015]
963;1930-2000;;TUN;Radio Tunis Chaine Int.;D;TUN;;1;;[0821]
963;2000-0100;;TUN;Radio Tunis Chaine Int.;F;TUN;;1;;[0318]
972;0350-1400;;KOR;KBS Hanminjok;K;FE;d;1;;[1218]
972;1400-2400;;KOR;KBS Hanminjok;K;FE;d;1;;[0421]
972;1400-1700;SaSu;USA;Voice of America;E;SAs;/TJK-o;1;;
972;1400-1700;Mo-Fr;USA;Voice of America;UR;SAs;/TJK-o;1;;
972;1700-0200;;USA;Voice of America;E;SAs;/TJK-o;1;;
981;1230-1300;Mo-Fr;J;NHK Radio Japan;T;THA;/THA;1;;
999;1830-1845;SaSu;USA;Trans World Radio;UK;EEu;/MDA;2;;
999;1830-1900;Mo-Fr;USA;Trans World Radio;UK;EEu;/MDA;2;;
999;1845-1900;Su;USA;Trans World Radio;R;EEu;/MDA;2;;
999;1845-1915;Sa;USA;Trans World Radio;UK;EEu;/MDA;2;;
999;1900-1915;Mo-We;USA;Trans World Radio;R;EEu;/MDA;2;;
999;1900-1930;Th,Su;USA;Trans World Radio;UK;EEu;/MDA;2;;
999;1915-1930;1236;USA;Trans World Radio;R;EEu;/MDA;2;;
999;1915-1945;Fr;USA;Trans World Radio;UK;EEu;/MDA;2;;
999;1930-1945;Su-Th;USA;Trans World Radio;R;EEu;/MDA;2;;
999;1945-2000;Mo;USA;Trans World Radio;BY;EEu;/MDA;2;;
999;1945-2000;Tu-Su;USA;Trans World Radio;R;EEu;/MDA;2;;
1010;0000-2400;;CAN;CFRX Toronto, CFRB 1010;E;NAm;t;1;;[0421]
1017;1100-1400;;CHN;China Radio Int.;K;FE;cc;1;;
1017;1400-1500;;CHN;China Radio Int.;K;FE;cc;1;;[1218]
1017;2100-2300;;CHN;China Radio Int.;K;FE;cc;1;;
1017;0600-1100;;CHN;China National Radio 8;K;CHN;cc;1;;
1035;0300-0700;;EST;Tartu Family Radio;R;EST;tt;2;;
1035;1500-2200;;EST;Tartu Family Radio;R;EST;tt;2;;
1035;0255-0600;;ETH;Radio Oromiya;OO;EAf;ad;1;;
1035;0600-0900;SaSu;ETH;Radio Oromiya;OO;EAf;ad;1;;
1035;0900-1100;;ETH;Radio Oromiya;OO;EAf;ad;1;;
1035;1100-1530;SaSu;ETH;Radio Oromiya;OO;EAf;ad;1;;
1035;1530-2000;;ETH;Radio Oromiya;OO;EAf;ad;1;;[0218]
1044;1100-1600;;CHN;China Radio Int.;J;FE;ch;1;;[1218]
1053;0255-0600;;ETH;Radio Oromiya;OO;EAf;n;1;;
1053;0600-0900;SaSu;ETH;Radio Oromiya;OO;EAf;n;1;;
1053;0900-1100;;ETH;Radio Oromiya;OO;EAf;n;1;;
1053;1100-1530;SaSu;ETH;Radio Oromiya;OO;EAf;n;1;;
1053;1530-2000;;ETH;Radio Oromiya;OO;EAf;n;1;;[0218]
1053;0130-0430;;IND;AIR Leh;LAD;SAs;le;5;;
1053;0210-0430;;IND;AIR Leh;LAD;SAs;le;4;;
1053;0700-0930;;IND;AIR Leh;LAD;SAs;le;1;;
1053;1130-1700;;IND;AIR Leh;LAD;SAs;le;1;;
1053;1130-1200;Th;ROU;Radio Iasi;R;ROU;;2;;
1053;1130-1200;We;ROU;Radio Iasi;UK;ROU;;2;;
1053;1830-1900;We;ROU;Radio Iasi;R;ROU;;2;;
1060;0000-2400;;CAN;CFVP Calgary Funny 1060;E;WNA;c;1;;[0621]
1060;0600-0630;;F;Radio France Int.;S;CAm;/MEX-e;2;;
1060;1140-2200;;MEX;Radio Educación;S;CAm;e;2;;
1060;2200-1140;;MEX;Radio Educación;S;CAm;e;2;;[0621]
1071;0300-0400;;IND;AIR DIGITAL;BC;PAK;j;1;;
1071;0400-0745;;IND;AIR DIGITAL;UR;PAK;j;1;;
1071;0930-1130;;IND;AIR DIGITAL;UR;PAK;j;1;;
1071;1130-1200;;IND;AIR DIGITAL;SIR;PAK;j;1;;
1071;1200-1330;;IND;AIR DIGITAL;PJ;PAK;j;1;;
1071;1330-1430;;IND;AIR DIGITAL;DR;AFG;j;1;;
1080;1130-1230;;CHN;China Radio Int.;T;SEA;xw;1;;
1080;1330-1430;;CHN;China Radio Int.;T;SEA;xw;1;;
1080;1430-1530;;CHN;China Radio Int.;LAO;SEA;xw;1;;
1080;1600-1700;;CHN;China Radio Int.;E;SEA;xw;1;;
1080;1700-1800;;CHN;China Radio Int.;E;SEA;xw;1;;
1080;0255-2101;;ETH;Radio Fana;AH;EAf;a;1;;
1080;1630-0400;;IRN;IRIB Voice of I.R.Iran;A;ME;mh;1;;
1088;0000-2400;;AGL;R Nacional, Canal A;P;Af;m;1;;
1089;1930-2000;;ALG;Radio Algiers Int.;S;NAf;ad;1;;
1089;2000-2030;;ALG;Radio Algiers Int.;A;NAf;ad;1;;
1089;2030-2100;;ALG;Radio Algiers Int.;F;NAf;ad;1;;
1089;2100-2130;;ALG;Radio Algiers Int.;A;NAf;ad;1;;
1089;2130-2200;;ALG;Radio Algiers Int.;E;NAf;ad;1;;
1089;2200-2230;;ALG;Radio Algiers Int.;S;NAf;ad;1;;
1089;2230-2300;;ALG;Radio Algiers Int.;A;NAf;ad;1;;
1089;0100-0500;;CHN;China National Radio 6;AM;TWN;f;1;;
1089;0500-0600;;CHN;China National Radio 6;HK;TWN;f;1;;
1089;0600-0900;Th-Tu;CHN;China National Radio 6;HK;TWN;f;1;;
1089;0900-1100;;CHN;China National Radio 6;HK;TWN;f;1;;
1089;1100-1605;;CHN;China National Radio 6;M;TWN;f;1;;
1089;2155-0100;;CHN;China National Radio 6;AM;TWN;f;1;;
1098;0000-0200;;CHN;China National Radio 11;TB;CHN;q;1;;
1098;0200-0300;;CHN;China National Radio 11;AMD;CHN;q;1;;
1098;0300-0400;;CHN;China National Radio 11;KHA;CHN;q;1;;
1098;0400-0600;;CHN;China National Radio 11;TB;CHN;q;1;;
1098;0600-0900;Th-Tu;CHN;China National Radio 11;TB;CHN;q;1;;
1098;0900-1100;;CHN;China National Radio 11;TB;CHN;q;1;;
1098;1100-1300;;CHN;China National Radio 11;TB;CHN;q;1;;
1098;1300-1400;;CHN;China National Radio 11;TB;CHN;q;1;;
1098;1400-1500;;CHN;China National Radio 11;AMD;CHN;q;1;;[1218]
1098;1500-1600;;CHN;China National Radio 11;KHA;CHN;q;1;;
1098;1600-1605;;CHN;China National Radio 11;TB;CHN;q;1;;
1098;2155-2300;;CHN;China National Radio 11;TB;CHN;q;1;;
1098;2300-2400;;CHN;China National Radio 11;TB;CHN;q;1;;
1098;0300-0400;;CHN;China National Radio 8;MO;CHN;nm;1;;
1098;0400-1605;;CHN;PBS Nei Menggu;MO;CHN;nm;1;;
1098;2150-0300;;CHN;PBS Nei Menggu;MO;CHN;nm;1;;
1098;0130-0230;;IRN;IRIB Voice of I.R.Iran;UR;PAK;zb;1;;
1098;0300-0630;;IRN;IRIB Voice of I.R.Iran;DR;AFG;zb;1;;
1098;0720-0820;;IRN;IRIB Voice of I.R.Iran;PS;PAK;zb;1;;
1098;0820-1500;;IRN;IRIB Voice of I.R.Iran;DR;AFG;zb;1;;
1098;1550-1720;;IRN;IRIB Voice of I.R.Iran;TJ;CAs;zb;1;;
1098;1200-1300;;TWN;Radio Taiwan Int.;AM;SEA;k;1;;
1098;1300-1400;;TWN;Radio Taiwan Int.;M;SEA;k;1;;[1218]
1098;1400-1500;;TWN;Radio Taiwan Int.;M;SEA;k;1;;
1098;1500-1600;;TWN;Radio Taiwan Int.;M;SEA;k;1;;[1218]
1098;1600-1705;;TWN;Radio Taiwan Int.;M;SEA;k;1;;[1218]
1107;0100-1830;;AFG;Radio Afghanistan;AFG;As;k;1;;[1118]
1116;1000-1705;;CHN;CNR5 Cross-Strait Radio;M;TWN;sw;1;;
1116;2055-2200;;CHN;CNR5 Cross-Strait Radio;M;TWN;sw;1;;
1116;0125-0130;;IND;AIR Delhi;SNK;SAs;sr;1;;
1116;0130-0140;;IND;AIR Delhi;E;SAs;sr;1;;
1116;0245-0300;;IND;AIR Delhi;E;SAs;sr;1;;
1116;1240-1250;;IND;AIR Delhi;E;SAs;sr;1;;
1116;1740-1750;;IND;AIR Delhi;E;SAs;sr;1;;
1116;0030-0215;;IND;AIR Srinagar;KS;SAs;sr;5;;[0918]
1116;0120-0215;;IND;AIR Srinagar;KS;SAs;sr;4;;
1116;0225-0505;;IND;AIR Srinagar;KS;SAs;sr;1;;
1116;0505-1115;Su;IND;AIR Srinagar;KS;SAs;sr;1;;
1116;1120-1745;;IND;AIR Srinagar;KS;SAs;sr;1;;
1116;2205-2305;Ram;IND;AIR Srinagar;KS;SAs;sr;5;;
1116;0000-0230;Mo-Fr;PHL;FEBC Manila;TAG;PHL;zm;1;;
1116;0030-0200;Sa;PHL;FEBC Manila;TAG;PHL;zm;1;;
1116;0030-0230;Su;PHL;FEBC Manila;E;PHL;zm;1;;
1116;0200-0330;Sa;PHL;FEBC Manila;E;PHL;zm;1;;
1116;0230-0400;Su;PHL;FEBC Manila;TAG;PHL;zm;1;;
1116;0230-0400;Mo-Fr;PHL;FEBC Manila;TAU;PHL;zm;1;;
1116;0330-0400;Sa;PHL;FEBC Manila;TAG;PHL;zm;1;;
1116;0400-0430;Mo-Sa;PHL;FEBC Manila;AM;PHL;zm;1;;
1116;0430-0530;Sa;PHL;FEBC Manila;AM;PHL;zm;1;;
1116;0430-0745;Mo-Fr;PHL;FEBC Manila;E;PHL;zm;1;;
1116;0530-0600;Sa;PHL;FEBC Manila;E;PHL;zm;1;;
1116;0600-0700;Sa;PHL;FEBC Manila;TAG;PHL;zm;1;;
1116;0700-1030;Sa;PHL;FEBC Manila;E;PHL;zm;1;;
1116;0745-1030;Mo-Fr;PHL;FEBC Manila;TAG;PHL;zm;1;;
1116;1030-1130;Sa;PHL;FEBC Manila;CEB;PHL;zm;1;;
1116;1030-1230;Mo-Fr;PHL;FEBC Manila;E;PHL;zm;1;;
1116;1130-1300;Sa;PHL;FEBC Manila;E;PHL;zm;1;;
1116;1230-1305;135;PHL;FEBC Manila;TAG;PHL;zm;1;;
1116;1230-1400;Tu,Th;PHL;FEBC Manila;TAG;PHL;zm;1;;
1116;2100-2130;Fr-Sa;PHL;FEBC Manila;E;PHL;zm;1;;
1116;2100-2230;Su-Th;PHL;FEBC Manila;TAG;PHL;zm;1;;
1116;2130-2200;Fr-Sa;PHL;FEBC Manila;TAG;PHL;zm;1;;
1116;2200-2300;Fr;PHL;FEBC Manila;CEB;PHL;zm;1;;
1116;2200-2330;Sa;PHL;FEBC Manila;E;PHL;zm;1;;
1116;2230-2300;Su-Th;PHL;FEBC Manila;E;PHL;zm;1;;
1116;2300-2330;Fr;PHL;FEBC Manila;TAG;PHL;zm;1;;
1116;2300-2400;Su-Th;PHL;FEBC Manila;TAG;PHL;zm;1;;
1116;2330-0030;Fr;PHL;FEBC Manila;CVC;PHL;zm;1;;
1116;2330-0030;Sa;PHL;FEBC Manila;TAG;PHL;zm;1;;
1134;0600-0850;We-Mo;CHN;China National Radio 1;M;CHN;q;1;;
1134;0850-1805;;CHN;China National Radio 1;M;CHN;q;1;;
1134;2023-0600;;CHN;China National Radio 1;M;CHN;q;1;;
1143;0300-0400;;CHN;China National Radio 8;MO;CHN;B;1;;
1143;1000-1100;;CHN;China National Radio 8;K;CHN;B;1;;
1143;2055-0300;;CHN;China National Radio 8;MO;CHN;B;1;;
1143;0000-0130;Sa;PHL;FEBC Manila;TAG;PHL;sc;1;;
1143;0000-0400;Mo-Fr;PHL;FEBC Manila;TAG;PHL;sc;1;;
1143;0130-0200;Sa;PHL;FEBC Manila;ILC;PHL;sc;1;;
1143;0200-0400;Sa;PHL;FEBC Manila;TAG;PHL;sc;1;;
1143;0830-1000;Mo-Fr;PHL;FEBC Manila;TAG;PHL;sc;1;;
1143;1000-1030;Mo-Fr;PHL;FEBC Manila;ILC;PHL;sc;1;;
1143;1030-1100;Mo-Fr;PHL;FEBC Manila;KGU;PHL;sc;1;;
1143;1100-1130;Th-Fr;PHL;FEBC Manila;IBN;PHL;sc;1;;
1143;1100-1130;Tu-We;PHL;FEBC Manila;ITA;PHL;sc;1;;
1143;1100-1130;Mo;PHL;FEBC Manila;TAG;PHL;sc;1;;
1143;1130-1200;Mo-Fr;PHL;FEBC Manila;TAG;PHL;sc;1;;
1143;2130-2155;Su-Th;PHL;FEBC Manila;TAG;PHL;sc;1;;
1143;2130-2200;Fr;PHL;FEBC Manila;ITA;PHL;sc;1;;
1143;2155-2225;Su-Th;PHL;FEBC Manila;ILC;PHL;sc;1;;
1143;2200-2230;Fr;PHL;FEBC Manila;KKA;PHL;sc;1;;
1143;2225-2400;Su-Th;PHL;FEBC Manila;TAG;PHL;sc;1;;
1143;2230-2330;Fr;PHL;FEBC Manila;ILC;PHL;sc;1;;
1143;2330-2400;Fr;PHL;FEBC Manila;TAG;PHL;sc;1;;
1143;0200-0400;;TJK;Voice of Tajik;TJ;As;y;1;;
1143;0400-0600;;TJK;Voice of Tajik;FS;As;y;1;;
1143;0600-0800;;TJK;Voice of Tajik;DR;As;y;1;;
1143;0800-1000;;TJK;Voice of Tajik;R;As;y;1;;[0915]
1143;1000-1100;;TJK;Voice of Tajik;UZ;As;y;1;;
1143;1100-1200;;TJK;Voice of Tajik;HI;As;y;1;;
1143;1200-1300;;TJK;Voice of Tajik;A;As;y;1;;
1143;1300-1400;;TJK;Voice of Tajik;E;As;y;1;;
1143;1400-1600;;TJK;Voice of Tajik;TJ;As;y;1;;
1143;1600-1800;;TJK;Voice of Tajik;FS;As;y;1;;
1161;1930-2000;;ALG;Radio Algiers Int.;S;NAf;s;1;;
1161;2000-2030;;ALG;Radio Algiers Int.;A;NAf;s;1;;
1161;2030-2100;;ALG;Radio Algiers Int.;F;NAf;s;1;;
1161;2100-2130;;ALG;Radio Algiers Int.;A;NAf;s;1;;
1161;2130-2200;;ALG;Radio Algiers Int.;E;NAf;s;1;;
1161;2200-2230;;ALG;Radio Algiers Int.;S;NAf;s;1;;
1161;2230-2300;;ALG;Radio Algiers Int.;A;NAf;s;1;;
1161;0130-0420;;IRN;IRIB Voice of I.R.Iran;A;ME;q;1;;
1161;1620-1930;;IRN;IRIB Voice of I.R.Iran;A;ME;q;1;;
1161;1930-2030;;IRN;IRIB Voice of Palestine;A;ME;q;1;;
1170;1400-1430;;J;NHK Radio Japan;IN;INS;/INS-sm;1;;
1170;0000-0350;;KOR;KBS Hanminjok;K;FE;k;1;;
1170;0950-1000;;KOR;KBS Hanminjok;K;FE;k;1;;
1170;1400-2400;;KOR;KBS Hanminjok;K;FE;k;1;;
1170;1000-1100;;KOR;KBS World Radio;K;FE;k;1;;
1170;1100-1200;;KOR;KBS World Radio;J;J;k;1;;
1170;1200-1300;;KOR;KBS World Radio;R;FE;k;1;;
1170;1300-1400;;KOR;KBS World Radio;M;FE;k;1;;
1170;0300-0330;Mo-Fr;SWZ;Trans World Radio;SHO;SAf;;1;;
1170;1745-1800;Sa;SWZ;Trans World Radio;SHO;SAf;;1;;
1170;1800-2015;;SWZ;Trans World Radio;E;SAf;;1;;
1170;2015-2100;Su;SWZ;Trans World Radio;Z;SAf;;1;;
1170;2015-2115;Mo-Sa;SWZ;Trans World Radio;E,Z;SAf;;1;;
1170;2115-2200;Mo-Fr;SWZ;Trans World Radio;SHO;SAf;;1;;
1188;1100-1200;;CHN;China Radio Int.;BR;SEA;k;1;;
1188;1200-1300;;CHN;China Radio Int.;E;SAs;k;1;;
1188;1300-1400;;CHN;CRI Music;BE;SAs;k;1;;
1188;1400-1500;;CHN;China Radio Int.;NE;SAs;k;1;;
1188;1500-1600;;CHN;China Radio Int.;E;SAs;k;1;;
1188;1600-1700;;CHN;China Radio Int.;HI;SAs;k;1;;
1188;0700-0900;;HNG;Nemzetiségi Rádió;HR;HNG;m;2;;
1188;0700-0900;;HNG;Nemzetiségi Rádió;HR;HNG;sz;2;;
1188;0900-1100;;HNG;Nemzetiségi Rádió;D;HNG;m;2;;
1188;0900-1100;;HNG;Nemzetiségi Rádió;D;HNG;sz;2;;
1188;1100-1200;Mo-Fr;HNG;Nemzetiségi Rádió;VX;HNG;m;2;;
1188;1100-1200;Mo-Fr;HNG;Nemzetiségi Rádió;VX;HNG;sz;2;;
1188;1200-1230;Sa;HNG;Nemzetiségi Rádió;AR;HNG;m;2;;
1188;1200-1230;Sa;HNG;Nemzetiségi Rádió;AR;HNG;sz;2;;
1188;1200-1230;We;HNG;Nemzetiségi Rádió;BU;HNG;m;2;;
1188;1200-1230;We;HNG;Nemzetiségi Rádió;BU;HNG;sz;2;;
1188;1200-1230;Th;HNG;Nemzetiségi Rádió;GR;HNG;m;2;;[0221]
1188;1200-1230;Th;HNG;Nemzetiségi Rádió;GR;HNG;sz;2;;
1188;1200-1230;Tu;HNG;Nemzetiségi Rádió;RU;HNG;m;2;;
1188;1200-1230;Tu;HNG;Nemzetiségi Rádió;RU;HNG;sz;2;;
1188;1200-1230;Mo;HNG;Nemzetiségi Rádió;SV;HNG;m;2;;
1188;1200-1230;Mo;HNG;Nemzetiségi Rádió;SV;HNG;sz;2;;
1188;1200-1230;Fr;HNG;Nemzetiségi Rádió;UK;HNG;m;2;;
